Id,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
5866,4,MORTGAGE,38014.0,VERIFIED - income source,n,debt consolidation,235xx,VA,19.6,0.0,0.0,,,6.0,0.0,9269,88.3,30.0,f,0.0,1,PC2
5867,1,MORTGAGE,160000.0,not verified,n,other,553xx,MN,8.12,0.0,1.0,,,18.0,0.0,8062,8.1,39.0,f,0.0,2,PC4
5868,10,MORTGAGE,34515.87,VERIFIED - income source,n,home improvement,432xx,OH,10.53,0.0,0.0,,,11.0,0.0,5133,7.3,22.0,f,0.0,2,PC3
5869,1,RENT,145000.0,VERIFIED - income,n,credit card,111xx,NY,16.67,0.0,0.0,,,6.0,0.0,43175,11.9,13.0,f,0.0,1,PC5
5870,1,RENT,250000.0,not verified,n,home improvement,912xx,CA,3.62,0.0,5.0,,,4.0,0.0,33575,83.9,21.0,f,0.0,2,PC2
5871,5,MORTGAGE,50000.0,not verified,n,home improvement,625xx,IL,19.2,0.0,3.0,76.0,,12.0,0.0,9479,22.8,30.0,f,0.0,2,PC3
5872,10,RENT,55000.0,not verified,n,debt consolidation,117xx,NY,5.48,0.0,0.0,,,8.0,0.0,9550,65.9,18.0,f,0.0,2,PC3
5873,7,MORTGAGE,66000.0,not verified,n,debt consolidation,773xx,TX,11.76,0.0,0.0,,,11.0,0.0,15738,39.0,20.0,f,0.0,2,PC5
5874,2,MORTGAGE,35000.0,not verified,n,debt consolidation,405xx,KY,8.61,0.0,0.0,,,6.0,0.0,7962,52.7,17.0,f,0.0,2,PC5
5875,10,MORTGAGE,117000.0,VERIFIED - income,n,debt consolidation,906xx,CA,16.83,0.0,0.0,,,9.0,0.0,37363,70.0,33.0,f,0.0,3,PC1
5876,4,RENT,14400.0,not verified,n,debt consolidation,306xx,GA,6.67,0.0,0.0,,,3.0,0.0,894,63.9,7.0,f,0.0,1,PC4
5877,2,OWN,45843.2,VERIFIED - income source,n,debt consolidation,774xx,TX,7.8,0.0,0.0,,,7.0,0.0,6844,49.7,9.0,f,0.0,3,PC2
5878,4,RENT,69500.0,VERIFIED - income source,n,other,100xx,NY,8.82,0.0,5.0,,,3.0,0.0,2293,40.9,6.0,f,0.0,2,PC5
5879,2,RENT,50004.0,not verified,n,debt consolidation,194xx,PA,16.29,0.0,0.0,27.0,,10.0,0.0,27861,80.7,21.0,f,0.0,2,PC4
5880,6,RENT,48000.0,VERIFIED - income,n,debt consolidation,109xx,NY,14.88,0.0,4.0,,,7.0,0.0,12367,29.4,29.0,f,0.0,2,PC4
5881,10,RENT,79636.0,not verified,n,debt consolidation,764xx,TX,7.16,0.0,1.0,43.0,0.0,9.0,0.0,12301,56.4,16.0,f,0.0,2,PC5
5882,10,OWN,60000.0,VERIFIED - income,n,debt consolidation,117xx,NY,12.36,0.0,2.0,,,9.0,0.0,7960,12.9,20.0,f,0.0,1,PC4
5883,1,RENT,35000.0,not verified,n,debt consolidation,101xx,NY,17.38,0.0,0.0,44.0,0.0,10.0,0.0,22213,65.9,22.0,f,,1,PC4
5884,6,MORTGAGE,80000.0,VERIFIED - income source,n,moving,787xx,TX,2.94,0.0,1.0,,,13.0,0.0,5519,32.7,31.0,f,0.0,3,PC3
5885,4,RENT,45000.0,not verified,n,debt consolidation,995xx,AK,19.39,0.0,0.0,,,10.0,0.0,16487,63.2,15.0,f,0.0,2,PC1
5886,1,MORTGAGE,195000.0,VERIFIED - income,n,debt consolidation,787xx,TX,21.42,0.0,3.0,,,15.0,0.0,76001,92.4,64.0,f,0.0,2,PC4
5887,5,MORTGAGE,75000.0,VERIFIED - income,n,credit card,151xx,PA,15.86,0.0,0.0,,,19.0,0.0,22155,50.4,34.0,f,0.0,1,PC2
5888,na,RENT,20000.0,VERIFIED - income,n,car,207xx,MD,1.44,0.0,0.0,,,11.0,0.0,1025,24.4,12.0,f,0.0,1,PC4
5889,6,MORTGAGE,79700.0,VERIFIED - income source,n,debt consolidation,931xx,CA,5.74,0.0,0.0,37.0,,6.0,0.0,21555,56.7,27.0,f,0.0,1,PC1
5890,1,RENT,48000.0,VERIFIED - income source,n,house,953xx,CA,20.1,0.0,3.0,,92.0,8.0,1.0,3246,56.0,12.0,f,0.0,3,PC5
5891,2,RENT,20000.0,VERIFIED - income source,n,other,232xx,VA,16.98,0.0,0.0,,,7.0,0.0,709,26.3,8.0,f,0.0,2,PC1
5892,7,MORTGAGE,60000.0,VERIFIED - income source,n,moving,984xx,WA,8.32,0.0,1.0,,,9.0,0.0,4797,9.7,20.0,f,0.0,1,PC2
5893,10,OWN,300000.0,VERIFIED - income,n,debt consolidation,085xx,NJ,9.07,1.0,0.0,12.0,,6.0,0.0,96758,53.9,19.0,f,0.0,2,PC2
5894,2,RENT,51996.0,not verified,n,small business,064xx,CT,5.53,0.0,1.0,,,8.0,0.0,1025,22.3,9.0,f,0.0,2,PC5
5895,10,RENT,50000.0,VERIFIED - income source,n,wedding,113xx,NY,12.84,0.0,1.0,,,9.0,0.0,8399,39.8,12.0,f,0.0,1,PC4
5896,1,MORTGAGE,60000.0,not verified,n,home improvement,150xx,PA,11.72,1.0,3.0,6.0,103.0,12.0,1.0,8477,82.8,25.0,f,0.0,2,PC2
5897,4,MORTGAGE,84996.0,VERIFIED - income,n,home improvement,336xx,FL,15.7,0.0,0.0,81.0,,8.0,0.0,30114,85.1,27.0,f,0.0,3,PC4
5898,6,RENT,117000.0,VERIFIED - income,n,small business,905xx,CA,9.74,1.0,0.0,23.0,,7.0,0.0,9667,21.3,12.0,f,0.0,2,PC5
5899,10,MORTGAGE,150000.0,VERIFIED - income source,n,debt consolidation,921xx,CA,15.18,0.0,0.0,,,18.0,0.0,70595,56.8,45.0,f,0.0,1,PC3
5900,10,OWN,60000.0,not verified,n,major purchase,785xx,TX,23.06,0.0,0.0,,,9.0,0.0,12963,46.1,36.0,f,0.0,2,PC2
5901,10,RENT,43337.0,not verified,n,small business,770xx,TX,24.89,0.0,0.0,,,5.0,0.0,3888,36.2,8.0,f,0.0,2,PC3
5902,10,RENT,56000.0,VERIFIED - income,n,other small business,890xx,NV,24.84,0.0,2.0,,,11.0,0.0,15133,68.8,27.0,f,0.0,2,PC4
5903,1,RENT,50400.0,not verified,n,other,951xx,CA,3.81,0.0,1.0,,,6.0,0.0,1440,7.1,14.0,f,0.0,3,PC3
5904,10,MORTGAGE,74276.8,not verified,n,credit card,982xx,WA,3.55,0.0,0.0,,102.0,3.0,1.0,8542,67.8,17.0,f,0.0,3,PC5
5905,10,MORTGAGE,75000.0,VERIFIED - income source,n,debt consolidation,401xx,KY,21.74,0.0,1.0,,,10.0,0.0,28281,68.3,19.0,f,0.0,1,PC5
5906,6,RENT,65000.0,VERIFIED - income,n,debt consolidation,112xx,NY,14.64,0.0,4.0,73.0,,21.0,0.0,10623,59.3,34.0,f,0.0,1,PC1
5907,1,MORTGAGE,38000.0,not verified,n,debt consolidation,301xx,GA,23.53,0.0,1.0,,,13.0,0.0,19056,62.1,27.0,f,0.0,3,PC2
5908,2,RENT,48000.0,VERIFIED - income,n,debt consolidation,916xx,CA,16.85,0.0,0.0,27.0,,13.0,0.0,9348,31.2,40.0,f,0.0,3,PC3
5909,10,RENT,90000.0,VERIFIED - income,n,debt consolidation,606xx,IL,24.99,0.0,0.0,,,11.0,0.0,53896,96.8,17.0,f,0.0,1,PC5
5910,1,MORTGAGE,68000.0,VERIFIED - income,n,small business,088xx,NJ,12.56,0.0,0.0,,,8.0,0.0,11231,59.7,21.0,f,0.0,2,PC3
5911,10,RENT,53000.0,not verified,n,debt consolidation,606xx,IL,18.93,0.0,1.0,0.0,0.0,9.0,0.0,20033,82.8,25.0,f,0.0,1,PC3
5912,10,RENT,79968.0,VERIFIED - income source,n,car,140xx,NY,13.36,0.0,0.0,59.0,95.0,9.0,1.0,16012,61.6,19.0,f,0.0,1,PC2
5913,1,RENT,14000.0,not verified,n,moving,224xx,VA,21.51,0.0,1.0,,,9.0,0.0,8172,34.0,10.0,f,0.0,2,PC1
5914,10,RENT,84996.0,not verified,n,other,300xx,GA,9.25,0.0,4.0,,,11.0,0.0,95584,59.4,30.0,f,0.0,3,PC5
5915,7,MORTGAGE,48000.0,VERIFIED - income source,n,home improvement,328xx,FL,6.72,0.0,0.0,,,13.0,0.0,16710,36.1,36.0,f,0.0,2,PC4
5916,10,MORTGAGE,126000.0,VERIFIED - income,n,credit card,951xx,CA,13.08,0.0,0.0,,,13.0,0.0,50699,61.5,34.0,f,0.0,3,PC3
5917,10,MORTGAGE,95004.0,VERIFIED - income source,n,debt consolidation,891xx,NV,8.4,0.0,0.0,,,11.0,0.0,2227,6.3,40.0,f,0.0,2,PC5
5918,10,RENT,120000.0,VERIFIED - income source,n,debt consolidation,223xx,VA,3.41,0.0,0.0,,,7.0,0.0,9655,91.1,9.0,f,0.0,3,PC5
5919,10,RENT,18000.0,not verified,n,small business,980xx,WA,16.27,0.0,0.0,,,4.0,0.0,12261,56.8,10.0,f,0.0,2,PC1
5920,2,MORTGAGE,40000.0,VERIFIED - income,n,major purchase,641xx,MO,12.9,0.0,0.0,,,7.0,0.0,11417,44.1,12.0,f,0.0,2,PC4
5921,2,MORTGAGE,60000.0,VERIFIED - income source,n,credit card,950xx,CA,19.58,0.0,4.0,27.0,,21.0,0.0,8408,50.9,51.0,f,0.0,1,PC2
5922,10,MORTGAGE,55000.0,not verified,n,major purchase,984xx,WA,16.04,0.0,1.0,48.0,,10.0,0.0,16541,93.2,30.0,f,0.0,3,PC3
5923,na,MORTGAGE,63600.0,not verified,n,home improvement,564xx,MN,3.77,0.0,0.0,60.0,,10.0,0.0,5220,42.1,37.0,f,0.0,2,PC1
5924,2,RENT,84996.0,not verified,n,major purchase,220xx,VA,5.99,1.0,0.0,19.0,,4.0,0.0,3634,55.9,6.0,f,0.0,3,PC1
5925,2,RENT,76000.0,not verified,n,major purchase,200xx,DC,18.52,0.0,0.0,,,9.0,0.0,3808,97.6,16.0,f,0.0,3,PC4
5926,5,RENT,36000.0,VERIFIED - income,n,major purchase,923xx,CA,6.7,1.0,1.0,13.0,,9.0,0.0,981,8.6,12.0,f,0.0,2,PC5
5927,3,RENT,16800.0,not verified,n,other,656xx,MO,12.36,1.0,0.0,17.0,,4.0,0.0,6888,78.6,16.0,f,0.0,3,PC3
5928,8,RENT,55000.0,VERIFIED - income source,n,wedding,773xx,TX,11.28,0.0,1.0,44.0,,16.0,0.0,1026,60.4,20.0,f,0.0,3,PC2
5929,4,MORTGAGE,65000.0,not verified,n,credit card,305xx,GA,23.69,0.0,0.0,42.0,,10.0,0.0,31785,69.9,24.0,f,0.0,3,PC1
5930,7,MORTGAGE,63000.0,not verified,n,debt consolidation,221xx,VA,5.3,0.0,0.0,,,10.0,0.0,1269,2.2,24.0,f,0.0,1,PC5
5931,7,MORTGAGE,54000.0,not verified,n,car,275xx,NC,16.49,0.0,1.0,,87.0,5.0,1.0,8285,45.3,13.0,f,0.0,1,PC3
5932,1,OWN,24000.0,VERIFIED - income source,n,credit card,770xx,TX,9.8,0.0,2.0,,,12.0,0.0,6909,29.3,14.0,f,0.0,2,PC2
5933,6,MORTGAGE,133000.0,VERIFIED - income,n,debt consolidation,926xx,CA,20.92,0.0,0.0,,,10.0,0.0,112522,19.7,32.0,f,0.0,2,PC3
5934,5,RENT,41900.0,not verified,n,credit card,112xx,NY,12.26,0.0,3.0,,,12.0,0.0,10044,42.6,15.0,f,0.0,2,PC4
5935,6,RENT,86004.0,VERIFIED - income source,n,vacation,926xx,CA,22.55,0.0,2.0,27.0,,7.0,0.0,2149,36.4,20.0,f,0.0,2,PC3
5936,1,OWN,158000.0,VERIFIED - income source,n,debt consolidation,928xx,CA,6.29,0.0,1.0,,,12.0,0.0,30617,44.7,32.0,f,0.0,1,PC4
5937,6,MORTGAGE,70000.0,VERIFIED - income source,n,debt consolidation,640xx,MO,5.21,0.0,3.0,,,12.0,0.0,33817,58.3,16.0,f,0.0,2,PC5
5938,5,MORTGAGE,120000.0,VERIFIED - income source,n,credit card,945xx,CA,13.51,0.0,0.0,,,10.0,0.0,108654,88.9,19.0,f,0.0,3,PC3
5939,10,MORTGAGE,70000.0,VERIFIED - income source,n,debt consolidation small business,320xx,FL,11.23,0.0,2.0,46.0,106.0,22.0,1.0,11344,51.6,46.0,f,0.0,1,PC2
5940,9,MORTGAGE,50000.0,not verified,n,credit card,958xx,CA,12.48,0.0,0.0,,61.0,11.0,1.0,9170,41.5,13.0,f,0.0,3,PC4
5941,5,RENT,38500.0,VERIFIED - income source,n,debt consolidation,113xx,NY,24.41,0.0,0.0,,,11.0,0.0,16557,54.3,23.0,f,0.0,2,PC1
5942,3,RENT,21600.0,VERIFIED - income,n,debt consolidation,064xx,CT,22.56,0.0,3.0,,,5.0,0.0,4749,86.3,11.0,f,0.0,3,PC1
5943,3,RENT,55000.0,not verified,n,other,934xx,CA,24.37,0.0,2.0,,116.0,18.0,1.0,22723,76.9,35.0,f,0.0,2,PC2
5944,1,MORTGAGE,100000.0,not verified,n,debt consolidation,069xx,CT,22.25,0.0,5.0,29.0,0.0,23.0,0.0,115602,29.7,46.0,f,0.0,3,PC4
5945,10,OWN,38400.0,not verified,n,home improvement,191xx,PA,23.09,0.0,1.0,48.0,,10.0,0.0,9912,65.6,21.0,f,0.0,1,PC1
5946,8,RENT,70000.0,VERIFIED - income source,n,debt consolidation,017xx,MA,13.92,0.0,1.0,,,8.0,0.0,2802,33.8,19.0,f,0.0,2,PC4
5947,3,OWN,75000.0,VERIFIED - income,n,debt consolidation,600xx,IL,9.76,0.0,2.0,,,8.0,0.0,14022,52.2,28.0,f,0.0,3,PC4
5948,7,RENT,97000.0,VERIFIED - income source,n,small business,140xx,NY,11.54,0.0,2.0,,,10.0,0.0,10899,35.4,30.0,f,0.0,3,PC5
5949,2,RENT,20000.0,not verified,n,debt consolidation,951xx,CA,14.16,0.0,0.0,,,5.0,0.0,5267,42.8,8.0,f,0.0,1,PC1
5950,5,MORTGAGE,34000.0,VERIFIED - income source,n,debt consolidation,309xx,GA,23.96,0.0,0.0,,,8.0,0.0,23230,65.4,20.0,f,0.0,2,PC1
5951,6,RENT,55900.0,VERIFIED - income,n,other,019xx,MA,24.58,0.0,0.0,,,10.0,0.0,11293,80.7,17.0,f,0.0,2,PC4
5952,1,RENT,45000.0,not verified,n,car,305xx,GA,12.0,0.0,0.0,57.0,,5.0,0.0,2829,,20.0,f,0.0,2,PC2
5953,2,RENT,84000.0,not verified,n,car,145xx,NY,9.13,0.0,0.0,,,4.0,0.0,8868,32.4,4.0,f,0.0,3,PC1
5954,1,RENT,92000.0,VERIFIED - income,n,debt consolidation,922xx,CA,15.47,0.0,0.0,24.0,,15.0,0.0,23251,70.7,39.0,f,0.0,1,PC3
5955,6,RENT,26000.0,not verified,n,debt consolidation,923xx,CA,6.88,0.0,0.0,,,4.0,0.0,6253,67.2,5.0,f,0.0,2,PC3
5956,2,RENT,62000.0,VERIFIED - income,n,debt consolidation,941xx,CA,3.74,0.0,0.0,46.0,,7.0,0.0,6214,20.8,13.0,f,0.0,2,PC1
5957,2,MORTGAGE,43000.0,VERIFIED - income,n,debt consolidation,708xx,LA,16.72,1.0,1.0,2.0,,6.0,0.0,3300,70.2,9.0,f,0.0,1,PC3
5958,5,MORTGAGE,50400.0,VERIFIED - income source,n,debt consolidation,997xx,AK,13.76,0.0,3.0,,,6.0,0.0,5262,72.1,16.0,f,0.0,2,PC2
5959,6,MORTGAGE,100000.0,VERIFIED - income source,n,home improvement,331xx,FL,9.43,0.0,1.0,,,9.0,0.0,7097,12.0,34.0,f,0.0,1,PC2
5960,7,OWN,58000.0,not verified,n,debt consolidation,700xx,LA,21.66,0.0,0.0,,,7.0,0.0,17943,43.8,25.0,f,0.0,3,PC4
5961,4,RENT,50985.0,not verified,n,debt consolidation,076xx,NJ,16.19,0.0,1.0,,,8.0,0.0,3621,34.8,13.0,f,0.0,3,PC4
5962,6,RENT,88000.0,VERIFIED - income source,n,debt consolidation,926xx,CA,11.15,0.0,2.0,,,7.0,0.0,29755,77.9,13.0,f,0.0,3,PC2
5963,6,MORTGAGE,155004.0,VERIFIED - income,n,other,801xx,CO,8.55,0.0,3.0,36.0,,11.0,0.0,20373,60.3,35.0,f,0.0,2,PC5
5964,2,RENT,36000.0,VERIFIED - income source,n,debt consolidation,666xx,KS,22.83,0.0,1.0,,,10.0,0.0,5846,62.9,11.0,f,0.0,1,PC2
5965,1,RENT,360000.0,not verified,n,debt consolidation,936xx,CA,2.09,0.0,1.0,82.0,,9.0,0.0,1950,10.7,16.0,f,0.0,2,PC3
5966,3,MORTGAGE,69000.0,VERIFIED - income source,n,debt consolidation,553xx,MN,8.5,0.0,0.0,38.0,,10.0,0.0,15167,49.8,17.0,f,0.0,3,PC3
5967,4,MORTGAGE,120000.0,VERIFIED - income,n,debt consolidation,925xx,CA,11.27,0.0,2.0,,,16.0,0.0,16953,82.3,32.0,f,0.0,3,PC3
5968,2,MORTGAGE,110000.0,VERIFIED - income,n,home improvement,631xx,MO,1.19,0.0,2.0,,,7.0,0.0,1065,4.0,18.0,f,0.0,3,PC4
5969,10,RENT,60000.0,VERIFIED - income source,n,home improvement,224xx,VA,9.14,0.0,1.0,,,7.0,0.0,1257,9.7,19.0,f,0.0,1,PC2
5970,3,RENT,80000.0,not verified,n,debt consolidation,707xx,LA,17.78,0.0,0.0,,,9.0,0.0,24259,56.5,19.0,f,0.0,2,PC3
5971,1,RENT,150000.0,not verified,n,credit card,950xx,CA,6.86,0.0,2.0,,,8.0,0.0,84,0.2,10.0,f,0.0,3,PC4
5972,10,OWN,40000.0,VERIFIED - income,n,debt consolidation,969xx,HI,26.34,0.0,0.0,,,8.0,0.0,8,0.1,27.0,f,0.0,2,PC3
5973,1,RENT,42000.0,VERIFIED - income source,n,major purchase,900xx,CA,20.34,0.0,0.0,,,8.0,0.0,3480,18.9,11.0,f,0.0,1,PC5
5974,2,MORTGAGE,65000.0,VERIFIED - income source,n,credit card,907xx,CA,8.99,0.0,0.0,,,6.0,0.0,11652,96.6,13.0,f,0.0,1,PC3
5975,1,MORTGAGE,121000.0,VERIFIED - income,n,credit card,201xx,VA,5.77,0.0,0.0,,,8.0,0.0,20343,64.8,24.0,f,0.0,3,PC5
5976,7,MORTGAGE,110000.0,VERIFIED - income source,n,debt consolidation,829xx,WY,6.97,0.0,0.0,,,10.0,0.0,18451,63.4,19.0,f,0.0,3,PC1
5977,8,RENT,45600.0,not verified,n,other,984xx,WA,15.53,0.0,1.0,33.0,0.0,10.0,0.0,8494,44.2,13.0,f,0.0,3,PC3
5978,4,RENT,85000.0,VERIFIED - income,n,debt consolidation,941xx,CA,5.08,0.0,0.0,77.0,,10.0,0.0,413,1.5,19.0,f,0.0,2,PC4
5979,6,MORTGAGE,60000.0,not verified,n,debt consolidation,989xx,WA,9.9,0.0,0.0,,,9.0,0.0,1596,10.6,16.0,f,0.0,2,PC4
5980,3,RENT,48000.0,VERIFIED - income source,n,debt consolidation,452xx,OH,12.05,0.0,1.0,,,4.0,0.0,3966,40.1,8.0,f,0.0,3,PC1
5981,10,MORTGAGE,120000.0,VERIFIED - income source,n,debt consolidation,920xx,CA,2.32,2.0,1.0,10.0,,7.0,0.0,6524,68.0,25.0,f,0.0,1,PC3
5982,3,MORTGAGE,110000.0,VERIFIED - income,n,home improvement,841xx,UT,12.36,0.0,1.0,,,5.0,0.0,7717,81.2,10.0,f,0.0,1,PC1
5983,3,RENT,101000.0,VERIFIED - income,n,credit card,201xx,VA,7.27,0.0,1.0,,,10.0,0.0,6396,15.6,15.0,f,0.0,3,PC2
5984,10,MORTGAGE,85000.0,VERIFIED - income,n,credit card,933xx,CA,7.1,0.0,1.0,,,6.0,0.0,23412,45.6,28.0,f,0.0,1,PC2
5985,4,MORTGAGE,144000.0,VERIFIED - income source,n,home improvement,117xx,NY,12.44,2.0,0.0,12.0,,11.0,0.0,23789,74.1,41.0,f,0.0,1,PC3
5986,5,MORTGAGE,150000.0,VERIFIED - income source,n,debt consolidation,301xx,GA,2.62,1.0,1.0,20.0,,9.0,0.0,12575,60.2,29.0,f,0.0,3,PC5
5987,1,RENT,35000.0,not verified,n,wedding,088xx,NJ,23.93,0.0,2.0,,,9.0,0.0,5022,79.7,13.0,f,0.0,3,PC5
5988,1,RENT,75000.0,not verified,n,other,153xx,PA,11.31,0.0,0.0,,,6.0,0.0,1126,7.9,17.0,f,0.0,1,PC4
5989,1,RENT,36000.0,not verified,n,debt consolidation,603xx,IL,16.4,1.0,0.0,19.0,,6.0,0.0,4908,76.7,10.0,f,0.0,2,PC3
5990,5,MORTGAGE,50055.0,not verified,n,debt consolidation,442xx,OH,16.18,0.0,3.0,,,7.0,0.0,12365,56.2,12.0,f,0.0,3,PC4
5991,3,MORTGAGE,80000.0,VERIFIED - income,n,home improvement,201xx,VA,21.58,0.0,1.0,57.0,,9.0,0.0,100,1.5,25.0,f,0.0,1,PC4
5992,10,MORTGAGE,55000.0,not verified,n,debt consolidation,458xx,OH,13.7,0.0,4.0,,,5.0,0.0,14676,61.7,36.0,f,0.0,1,PC3
5993,1,RENT,65000.0,VERIFIED - income,n,debt consolidation,073xx,NJ,11.89,0.0,0.0,33.0,,7.0,0.0,33375,56.6,17.0,f,0.0,2,PC2
5994,10,RENT,62000.0,VERIFIED - income,n,debt consolidation,700xx,LA,12.45,1.0,2.0,21.0,105.0,5.0,1.0,5592,93.2,18.0,f,0.0,3,PC3
5995,4,RENT,40000.0,VERIFIED - income,n,educational small business,601xx,IL,2.91,0.0,0.0,,,7.0,0.0,7198,32.0,13.0,f,0.0,1,PC5
5996,1,MORTGAGE,135000.0,VERIFIED - income source,n,other,140xx,NY,13.39,0.0,3.0,44.0,,13.0,0.0,14911,43.4,42.0,f,0.0,1,PC2
5997,4,MORTGAGE,34000.0,VERIFIED - income,n,major purchase,860xx,AZ,24.18,0.0,2.0,,,5.0,0.0,8535,85.3,12.0,f,0.0,3,PC3
5998,8,OWN,74400.0,not verified,n,debt consolidation,134xx,NY,15.79,0.0,1.0,,,8.0,0.0,21033,56.1,20.0,f,0.0,1,PC2
5999,7,MORTGAGE,126000.0,VERIFIED - income,n,credit card,223xx,VA,22.72,1.0,1.0,12.0,,9.0,0.0,45474,84.0,31.0,f,0.0,2,PC3
6000,1,MORTGAGE,77604.0,VERIFIED - income,n,car,114xx,NY,10.1,1.0,2.0,15.0,,11.0,0.0,12973,67.2,40.0,f,0.0,2,PC1
6001,2,RENT,32000.0,not verified,n,major purchase,627xx,IL,3.49,0.0,3.0,,,3.0,0.0,3262,81.5,4.0,f,0.0,1,PC1
6002,4,RENT,42000.0,not verified,n,car,852xx,AZ,13.8,0.0,3.0,27.0,,9.0,0.0,2681,27.6,15.0,f,0.0,2,PC1
6003,10,MORTGAGE,80160.0,not verified,n,debt consolidation,850xx,AZ,21.48,0.0,1.0,,,23.0,0.0,62680,84.5,47.0,f,0.0,3,PC5
6004,9,RENT,53000.0,not verified,n,credit card,802xx,CO,3.67,0.0,2.0,78.0,,21.0,0.0,37866,71.7,70.0,f,0.0,2,PC5
6005,8,RENT,25000.0,not verified,n,credit card,328xx,FL,7.06,0.0,3.0,55.0,,6.0,0.0,3780,19.4,13.0,f,0.0,3,PC2
6006,5,MORTGAGE,140000.0,VERIFIED - income,n,home improvement,275xx,NC,12.07,0.0,1.0,,,13.0,0.0,2686,13.4,24.0,f,0.0,2,PC4
6007,7,RENT,71496.0,VERIFIED - income,n,debt consolidation,232xx,VA,6.76,0.0,0.0,,,10.0,0.0,10303,18.8,25.0,f,0.0,1,PC4
6008,1,MORTGAGE,66000.0,VERIFIED - income,n,car,184xx,PA,29.73,0.0,0.0,55.0,,16.0,0.0,5579,12.8,52.0,f,0.0,3,PC4
6009,10,MORTGAGE,30000.0,VERIFIED - income,n,other,618xx,IL,0.4,0.0,2.0,,63.0,3.0,1.0,228,38.0,3.0,f,0.0,2,PC3
6010,1,RENT,14500.0,VERIFIED - income,n,debt consolidation,648xx,MO,2.98,0.0,1.0,,,2.0,0.0,723,12.7,3.0,f,0.0,3,PC3
6011,10,OWN,68000.0,VERIFIED - income,n,other,194xx,PA,16.66,0.0,1.0,,,10.0,0.0,17252,40.4,34.0,f,0.0,3,PC2
6012,1,RENT,72000.0,not verified,n,other,113xx,NY,1.63,0.0,0.0,,,3.0,0.0,3933,46.3,4.0,f,0.0,2,PC3
6013,6,MORTGAGE,90000.0,VERIFIED - income,n,debt consolidation,970xx,OR,10.19,0.0,2.0,57.0,,7.0,0.0,6663,38.1,39.0,f,0.0,3,PC5
6014,9,RENT,66000.0,not verified,n,credit card,944xx,CA,12.75,0.0,0.0,,,4.0,0.0,2525,14.9,8.0,f,0.0,2,PC4
6015,1,RENT,92000.0,VERIFIED - income source,n,debt consolidation,981xx,WA,6.59,0.0,0.0,,,6.0,0.0,713,3.9,28.0,f,0.0,3,PC4
6016,1,RENT,20000.0,VERIFIED - income source,n,debt consolidation,915xx,CA,16.92,0.0,0.0,,,7.0,0.0,7794,82.9,14.0,f,0.0,2,PC4
6017,8,MORTGAGE,334000.0,not verified,n,debt consolidation,601xx,IL,0.22,2.0,3.0,9.0,,11.0,0.0,12156,46.1,39.0,f,0.0,1,PC2
6018,2,RENT,40000.0,not verified,n,credit card,303xx,GA,4.53,0.0,0.0,,,10.0,0.0,8909,28.6,14.0,f,0.0,2,PC3
6019,10,MORTGAGE,48000.0,VERIFIED - income source,n,small business,922xx,CA,12.72,0.0,1.0,54.0,,4.0,0.0,2093,36.1,12.0,f,0.0,3,PC1
6020,10,MORTGAGE,110000.0,VERIFIED - income,n,credit card,951xx,CA,15.57,1.0,3.0,12.0,,16.0,0.0,30375,23.8,47.0,f,0.0,1,PC2
6021,10,RENT,84000.0,VERIFIED - income,n,debt consolidation,655xx,MO,20.26,0.0,0.0,,,7.0,0.0,20457,63.3,35.0,f,0.0,2,PC2
6022,9,MORTGAGE,99000.0,VERIFIED - income,n,renewable energy,060xx,CT,18.05,0.0,1.0,34.0,,6.0,0.0,4713,52.4,31.0,f,0.0,1,PC2
6023,4,MORTGAGE,200000.0,VERIFIED - income source,n,credit card,741xx,OK,12.98,0.0,1.0,,96.0,8.0,1.0,16028,93.7,29.0,f,0.0,3,PC1
6024,3,MORTGAGE,115000.0,VERIFIED - income,n,debt consolidation,761xx,TX,12.17,0.0,5.0,,,8.0,0.0,9894,38.6,21.0,f,0.0,2,PC3
6025,3,RENT,48000.0,VERIFIED - income source,n,debt consolidation,631xx,MO,22.25,1.0,3.0,19.0,87.0,14.0,1.0,8784,73.2,77.0,f,0.0,2,PC1
6026,9,RENT,54590.0,not verified,n,wedding,770xx,TX,8.53,0.0,2.0,,,7.0,0.0,10736,60.3,12.0,f,0.0,2,PC4
6027,1,MORTGAGE,52272.0,not verified,n,credit card,806xx,CO,21.79,0.0,6.0,50.0,105.0,7.0,1.0,5046,74.2,22.0,f,0.0,2,PC5
6028,3,MORTGAGE,47300.0,not verified,n,home improvement,788xx,TX,8.42,1.0,1.0,23.0,,8.0,0.0,8109,84.5,39.0,f,0.0,2,PC2
6029,7,MORTGAGE,113000.0,not verified,n,credit card,751xx,TX,18.54,0.0,6.0,63.0,,32.0,0.0,45303,46.0,63.0,f,0.0,3,PC1
6030,1,OTHER,29666.0,VERIFIED - income,n,debt consolidation,112xx,NY,13.91,0.0,1.0,,,5.0,0.0,0,0.0,19.0,f,0.0,3,PC2
